text,intent
I want to lodge a formal complaint against teh agent for Emaar Phase!,escalation
please send me your whatsapp number for commercial shop in bahria town.,lead_capture
i want to invest in johar town commercial shop. do you have any 2 kanal options?,lead_capture
Send me the current price list for 1 Kanal Plot in Gulberg.,lead_capture
I paid the Transfer fee for Giga Mall Sector and it's still not updated!,escalation
I paid the Transfer fee for Clifton Sector and it's still not updated!,escalation
is the gulberg house society approved by lda or dha?,faq
"I am reporting this to the society head, teh Registry process is a scam!",escalation
I've emailed three times about my 1 Kanal House in Emaar and no response!,escalation
WHY IS MY REGISTRY DELAYED FOR GIGA MALL LUXURY VILLA?,escalation
What are the Installment Plan for a 4 BHK penthouse Commercial Shop in Johar Town?,faq
Send me the current price list for 2 Kanal Commercial Shop in Gulberg.,lead_capture
"I am looking for a luxury Luxury Villa in Gulberg, can you help?",lead_capture
What are the Possession charges for a 1 Kanal Apartment in Emaar?,faq
Urgent: my Token Money failed but money was deducted for Blue Area Luxury Villa!,escalation
I want to cancel my booking for 10 Marla Phase in Johar Town because of this bad service!,escalation
Please send me your WhatsApp number for Commercial Shop in Emaar.,lead_capture
I want to cancel my booking for 10 Marla Plot in Clifton because of this bad service!,escalation
can you arrange a meeting with the agent for clifton commercial shop,lead_capture
Is Bahria Town Plot File currently in possession?,faq
i have a budget of crores crores for a 5 marla house in bahria town.,lead_capture
i'm ready to pay the token money for a 2 bhk house in gulberg.,lead_capture
Are there any 2 Kanal Plot available in Emaar,faq
Can I book a physical site-tour for Emaar Apartment?,lead_capture
Please WhatsApp me the details of Studio Luxury Villa in Blue Area at 0333 1122334.,lead_capture
What is the security situation in Clifton Commercial Shop?,faq
What are the amenities provided in Bahria Town Apartment?,faq
Urgent: my Down Payment failed but money was deducted for Johar Town House!,escalation
I am looking for a 5 Marla Apartment in Clifton. Please contact me at realestate.buyer@outlook.com.,lead_capture
How many 4 BHK penthouse Commercial Shop are left in DHA Commercial Shop?,faq
can i get a studio apartment on an installment plan in giga mall,faq
Tell me the difference between Studio and Studio in Bahria Town.,faq
"I am looking for a luxury Plot File in Johar Town, can you help?",lead_capture
"I'm very interested in the 10 Marla Luxury Villa in Gulberg, how do I proceed",lead_capture
why is my installment plan delayed for blue area plot file?,escalation
What are the Down Payment for a 5 Marla Plot File in Johar Town,faq
I paid the Registry for Johar Town Plot and it's still not updated!,escalation
What is the possession timeline for 1 Kanal Sector in Johar Town,faq
Your agent promised me Down Payment by today but nothing happened!,escalation
Can I get a 5 Marla Apartment on an installment plan in Gulberg?,faq
ARE THERE ANY HIDDEN INSTALLMENT PLAN FOR GIGA MALL PHASE?,faq
My Installment Plan for DHA Sector was deducted but no confirmation received.,escalation
My Registry for DHA Sector was deducted but no confirmation received.,escalation
Why is my Down Payment delayed for Blue Area Phase?,escalation
Why is my Transfer fee delayed for Emaar Apartment?,escalation
what is the current market rate for 1 kanal house in giga mall?,faq
are there any hidden possession charges for blue area sector?,faq
Tell me the difference between 2 Kanal and 2 Kanal in Bahria Town.,faq
Can I get a 2 BHK House on an installment plan in Johar Town?,faq
why is my installment plan delayed for gulberg house?,escalation
I want to lodge a formal complaint against the agent for Gulberg Sector!,escalation
Urgent: my Token Money failed but money was deducted for Emaar Commercial Shop!,escalation
Are there any Studio Plot File available in Johar Town?,faq
How many 2 Kanal Phase are left in Johar Town Phase,faq
"My paymnt of Lakhs Lakhs for Transfer fee is stuck, fix it now!",escalation
Is the 4 BHK penthouse Apartment in Emaar near any main road?,faq
i paid the registry for bahria town apartment and it's still not updated!,escalation
does the 10 marla phase in clifton have electricity?,faq
Get a human online right now token payment stuck for Giga Mall Sector!,escalation
Is there an available 5 Marla Commercial Shop in Bahria Town for immediate sale?,lead_capture
HOW MANY 2 BHK APARTMENT ARE LEFT IN DHA APARTMENT,faq
how much is the installment plan for blue area commercial shop?,faq
Can I get a Studio Plot File on an installment plan in Emaar?,faq
Urgent: my Transfer fee failed but money was deducted for DHA Phase!,escalation
is the giga mall apartment society approved by lda or dha?,faq
Urgent: my Token Money failed but money was deducted for Clifton House!,escalation
Interested in 5 Marla House in Blue Area. Please call back on 0345 5566778.,lead_capture
Are there any 10 Marla Phase available in Giga Mall?,faq
I've emailed three times about my 2 Kanal Apartment in Emaar and no response!,escalation
i want to visit gulberg this weekend to see 1 kanal plot files.,lead_capture
i paid the installment plan for giga mall phase and it's still not updated!,escalation
Please WhatsApp me the details of 2 BHK Luxury Villa in Emaar at 0345 5566778.,lead_capture
what is the transfer fee for bahria town sector?,faq
I want to lodge a formal complaint against the agent for Bahria Town Sector!,escalation
please whatsapp me the details of 1 kanal sector in giga mall at +92 321 9876543.,lead_capture
Can you arrange a meeting with the agent for Bahria Town Phase?,lead_capture
Why is the Transfer fee not reflecting in my portal for Giga Mall Plot,escalation
I paid the Installment Plan for Giga Mall House and it's still not updated!,escalation
I want to visit Bahria Town this weekend to see 2 BHK Commercial Shops.,lead_capture
i want to lodge a formal complaint against the agent for blue area plot!,escalation
i want to know about the payment plan for studio phase in johar town.,faq
Can I book a physical site-tour for Bahria Town Luxury Villa?,lead_capture
Does the 5 Marla Apartment in Blue Area have security?,faq
CAN I BOOK A PHYSICAL SITE-TOUR FOR DHA APARTMENT?,lead_capture
send me the current price list for 4 bhk penthouse luxury villa in johar town.,lead_capture
urgent: my token money failed but money was deducted for blue area apartment!,escalation
"I want to book a 10 Marla Sector in Gulberg, call me at +92 300 1234567.",lead_capture
Get a human online right now token payment stuck for Gulberg Phase!,escalation
I want to cancel my booking for Studio Phase in Gulberg because of this bad service!,escalation
"I am reporting this to teh society head, the Token Money process is a scam!",escalation
I want a call back regarding 1 Kanal Commercial Shop in Blue Area.,lead_capture
Can you share the broker number for Giga Mall Sector,lead_capture
What is the current market rate for 10 Marla Plot in DHA,faq
Why is my Down Payment delayed for Bahria Town Sector?,escalation
Does the 3 BHK Luxury Villa in Blue Area have park?,faq
SEND ME THE CURRENT PRICE LIST FOR 1 KANAL LUXURY VILLA IN BAHRIA TOWN.,lead_capture
Is there an availabl 4 BHK penthouse Sector in Blue Area for immediate sale?,lead_capture
Urgent: my Down Payment failed but money was deducted for Emaar House!,escalation
Please send me the full brochure and payment plan for Giga Mall Plot File on my email investor.pk@gmail.com.,lead_capture
IS THERE AN AVAILABLE STUDIO LUXURY VILLA IN GULBERG FOR IMMEDIATE SALE?,lead_capture
i paid the down payment for giga mall plot file and it's still not updated!,escalation
Can you share the broker number for Clifton Phase?,lead_capture
urgent: my down payment failed but money was deducted for dha phase!,escalation
Tell me about the Registry for Johar Town House.,faq
"I am looking for a luxury Plot File in Clifton, can you help",lead_capture
I want to lodge a formal complaint against the agent for Gulberg Phase!,escalation
What is the security situation in DHA Sector?,faq
why is the registry not reflecting in my portal for emaar plot file?,escalation
Is the 3 BHK House in Emaar near any main road,faq
I want to cancel my booking for 10 Marla Commercial Shop in Johar Town because of this bad service!,escalation
My Token Money for Blue Area Commercial Shop was deducted but no confirmation received.,escalation
What is the possession timeline for 1 Kanal Plot File in Giga Mall,faq
My Token Money for Giga Mall Sector was deducted but no confirmation received.,escalation
Get a human online right now token payment stuck for Johar Town Commercial Shop!,escalation
Urgent: my Token Money failed but money was deducted for Emaar Luxury Villa!,escalation
URGENT COMPLAINT REGARDING THE TRANSFER FEE FOR DHA APARTMENT!,escalation
I want to invest in Johar Town Commercial Shop. Do you have any 1 Kanal options?,lead_capture
Can you give me the dimensions of a 4 BHK penthouse Commercial Shop in Emaar,faq
What is the possession timeline for 1 Kanal Commercial Shop in Clifton?,faq
"I want to book a 2 Kanal Apartment in Emaar, call me at 0333 1122334.",lead_capture
Does the 10 Marla Sector in Bahria Town have underground parking,faq
Please send me your WhatsApp number for Luxury Villa in Giga Mall.,lead_capture
Please Wapp me the details of Studio House in Bahria Town at 0345 5566778.,lead_capture
I have a budget of Crores Crores for a 2 BHK Plot File in Johar Town.,lead_capture
What is the current market rate for 5 Marla Plot File in Gulberg?,faq
I paid the Transfer fee for Gulberg Phase and it's still not updated!,escalation
What is the possession timeline for Studio House in Johar Town,faq
Get a human online right now token paymnt stuck for DHA Apartment!,escalation
My Token Money for Blue Area Plot File was deducted but no confirmation received.,escalation
I have a budget of Lakhs Lakhs for a 2 BHK Plot File in Emaar.,lead_capture
tell me about the transfer fee for clifton phase.,faq
How much is the Transfer fee for Bahria Town Plot File?,faq
I am looking for a 1 Kanal Phase in Giga Mall. Please contact me at investor.pk@gmail.com.,lead_capture
Why is my Possession charges delayed for Johar Town Plot?,escalation
I want to know about the payment plan for 10 Marla Apartment in Clifton.,faq
I want a call back regarding 5 Marla Phase in Gulberg.,lead_capture
I've emailed three times about my 3 BHK House in Clifton and no response!,escalation
I want a call back regarding 4 BHK penthouse Commercial Shop in Bahria Town.,lead_capture
I've emailed three times about my 10 Marla Phase in Gulberg and no response!,escalation
My Installment Plan for Johar Town Apartment was deducted but no confirmation received.,escalation
What are the amenities provided in Bahria Town Plot?,faq
I have a budget of Crores Crores for a 1 Kanal Luxury Villa in DHA.,lead_capture
"I am reporting this to the society head, the Installment Plan process is a scam!",escalation
Interested in 5 Marla Plot File in Blue Area. Please call back on +92 300 1234567.,lead_capture
are there any hidden token money for giga mall phase?,faq
I am looking for a 10 Marla Phase in Bahria Town. Please contact me at user@example.com.,lead_capture
i am looking for a 10 marla phase in giga mall. please contact me at user@example.com.,lead_capture
I want to lodge a formal complaint against the agent for Bahria Town Plot File!,escalation
"I am looking for a luxury House in Johar Town, can you help",lead_capture
Why is my Transfer fee delayed for Gulberg Sector?,escalation
What is the total price of a 5 Marla Luxury Villa in Blue Area?,faq
"I have been looping with this bot for 10 minutes, I want a human representative!",escalation
My Possession charges for Giga Mall Luxury Villa was deducted but no confirmation received.,escalation
I WANT A CALL BACK REGARDING 5 MARLA PLOT IN JOHAR TOWN.,lead_capture
I want to cancel my booking for 3 BHK Apartment in Bahria Town because of this bad service!,escalation
Why is my Down Payment delayed for Bahria Town Luxury Villa?,escalation
"I am looking for a luxury Phase in Gulberg, can you help?",lead_capture
What are the amenities provided in Bahria Town Plot,faq
Urgent complaint regarding the transfer fee for Bahria Town House!,escalation
Can I book a physical site-tour for Bahria Town Commercial Shop,lead_capture
Can you share the broker number for Clifton Luxury Villa,lead_capture
Get a human online right now token payment stuck for Johar Town Sector!,escalation
get a human online right now token payment stuck for emaar plot file!,escalation
Are there any hidden Transfer fee for DHA Plot File?,faq
Why is my Registry delayed for Clifton Phase,escalation
I am interested in buying a 4 BHK penthouse House in Bahria Town.,lead_capture
I want a call back regarding 2 Kanal Plot File in Emaar.,lead_capture
"I am looking for a luxury House in Gulberg, can you help?",lead_capture
I want to know about the payment plan for 1 Kanal Plot in Gulberg.,faq
Tell me the difference between 2 Kanal and 2 Kanal in Emaar.,faq
can i get a 1 kanal luxury villa on an installment plan in bahria town?,faq
I paid the Registry for Emaar Sector and it's still not updated!,escalation
WHAT IS THE CURRENT MARKET RATE FOR 4 BHK PENTHOUSE PLOT IN GIGA MALL?,faq
URGENT: MY DOWN PAYMENT FAILED BUT MONEY WAS DEDUCTED FOR GULBERG LUXURY VILLA!,escalation
IS THERE AN AVAILABLE STUDIO PLOT FILE IN EMAAR FOR IMMEDIATE SALE?,lead_capture
i paid the installment plan for johar town luxury villa and it's still not updated!,escalation
IS THERE AN AVAILABLE 2 BHK APARTMENT IN EMAAR FOR IMMEDIATE SALE?,lead_capture
SEND ME THE CURRENT PRICE LIST FOR 3 BHK PHASE IN GIGA MALL.,lead_capture
is the 3 bhk apartment in giga mall near any main road?,faq
what is the possession timeline for 3 bhk sector in giga mall?,faq
"I'm sick of this bot, get me a mngr now!",escalation
does the 2 bhk phase in clifton have security?,faq
"My payment of PKR PKR for Down Paymnt is stuck, fix it now!",escalation
THIS IS RIDICULOUS! I WANT TO SPEAK TO A LIVE SUPERVISOR IMMEDIATELY.,escalation
Why is the Registry not reflecting in my portal for Giga Mall Phase?,escalation
Interested in 10 Marla House in Johar Town. Please call back on +92 321 9876543.,lead_capture
I am looking for a 10 Marla Sector in Bahria Town. Please contact me at user@example.com.,lead_capture
I want to lodge a formal complaint against the agent for DHA Luxury Villa!,escalation
Get a human online right now token payment stuck for Emaar Luxury Villa!,escalation
is the emaar sector society approved by lda or dha?,faq
how much is the registry for dha apartment?,faq
I want to cancel my booking for 3 BHK Phase in Blue Area because of this bad service!,escalation
i am interested in buying a 5 marla plot file in giga mall.,lead_capture
Is teh Johar Town Sector society approved by LDA or DHA,faq
What is the transfer fee for DHA Apartment?,faq
URGENT: MY DOWN PAYMENT FAILED BUT MONEY WAS DEDUCTED FOR DHA APARTMENT!,escalation
I am interested in buying a 5 Marla Luxury Villa in Giga Mall.,lead_capture
Is the Bahria Town Sector society approved by LDA or DHA,faq
Why is my Registry delayed for Bahria Town House,escalation
CAN YOU SHARE THE BROKER NUMBER FOR DHA SECTOR?,lead_capture
is the 1 kanal commercial shop in dha near any main road,faq
Can you share the broker number for Clifton Sector?,lead_capture
i want a call back regarding 4 bhk penthouse plot in johar town.,lead_capture
I want to cancel my booking for 3 BHK Plot File in Giga Mall because of this bad service!,escalation
I want to cancel my booking for 3 BHK Sector in Giga Mall because of this bad service!,escalation
Urgent complaint regarding the transfer fee for Bahria Town Plot File!,escalation
is there an available 3 bhk plot file in clifton for immediate sale?,lead_capture
what are the amenities provided in johar town apartment?,faq
i am interested in buying a 2 bhk phase in bahria town.,lead_capture
I've emailed three times about my Studio Apartment in Blue Area and no response!,escalation
"I want to book a 1 Kanal Plot in Clifton, call me at 0312 7654321.",lead_capture
I want to lodge a formal complaint against the agent for Gulberg Commercial Shop!,escalation
"I am looking for a luxury Sector in Clifton, can you help?",lead_capture
Is the 3 BHK House in Blue Area near any main road?,faq
What is the possession timeline for 2 Kanal Plot File in Clifton?,faq
I will not pay the Down Paymnt until a human explains the delay!,escalation
Can I book a physical site-tour for DHA House?,lead_capture
I will not pay the Down Payment until a human explains the delay!,escalation
I want to know about the payment plan for 10 Marla Sector in DHA.,faq
Is the 1 Kanal Sector in Emaar near any main road?,faq
What is the current market rate for 10 Marla Phase in Johar Town?,faq
How many 10 Marla Phase are left in Emaar Phase?,faq
Is teh DHA Sector society approved by LDA or DHA?,faq
"I want to book a 4 BHK penthouse Apartment in Giga Mall, call me at +92 321 9876543.",lead_capture
how much is the transfer fee for johar town house,faq
"I am looking for a luxury Luxury Villa in Johar Town, can you help?",lead_capture
"This bot is useless, connect me to the manager of Giga Mall society!",escalation
i want to visit giga mall this weekend to see studio apartments.,lead_capture
Does the 4 BHK penthouse Commercial Shop in Johar Town have gym?,faq
I paid the Installment Plan for Blue Area Apartment and it's still not updated!,escalation
i am looking for a 10 marla house in gulberg. please contact me at client123@yahoo.com.,lead_capture
i am interested in buying a 2 bhk commercial shop in johar town.,lead_capture
I am interested in buying a 10 Marla Commercial Shop in Bahria Town.,lead_capture
I want a call back regarding 10 Marla Plot File in Giga Mall.,lead_capture
I want to cancel my booking for 5 Marla Phase in DHA because of this bad service!,escalation
I will not pay teh Transfer fee until a human explains the delay!,escalation
Urgent: my Transfer fee failed but money was deducted for Bahria Town Luxury Villa!,escalation
Get a human online right now token payment stuck for Clifton Luxury Villa!,escalation
Can I book a physical site-tour for Gulberg House?,lead_capture
Can you give me teh dimensions of a 4 BHK penthouse Plot in Blue Area,faq
What is the possession timeline for 2 BHK Luxury Villa in Blue Area?,faq
I am looking for a 1 Kanal Phase in Bahria Town. Please contact me at realestate.buyer@outlook.com.,lead_capture
Can you share the broker number for Bahria Town Commercial Shop?,lead_capture
I want to invest in Johar Town Apartment. Do you have any 2 Kanal options?,lead_capture
I want to lodge a formal complaint against the agent for Bahria Town Apartment!,escalation
Are there any 2 BHK Commercial Shop available in Gulberg?,faq
Why is my Possession charges delayed for Emaar Sector?,escalation
Urgent: my Registry failed but money was deducted for Giga Mall Apartment!,escalation
What is the security situation in DHA Plot File?,faq
What are the Installment Plan for a 3 BHK Commercial Shop in Bahria Town?,faq
"I'm very interested in the 10 Marla Sector in DHA, how do I proceed?",lead_capture
I am looking for a 2 Kanal House in Gulberg. Please contact me at investor.pk@gmail.com.,lead_capture
what is the possession timeline for 4 bhk penthouse plot file in johar town?,faq
i paid the token money for johar town luxury villa and it's still not updated!,escalation
i've emailed three times about my 1 kanal apartment in gulberg and no response!,escalation
I paid the Down Payment for DHA Apartment and it's still not updated!,escalation
I'm ready to pay the Transfer fee for a Studio Apartment in Emaar.,lead_capture
I want to invest in Clifton Apartment. Do you have any Studio options?,lead_capture
What are the amenities provided in Gulberg Plot File?,faq
"I'M SICK OF THIS BOT, GET ME A MANAGER NOW!",escalation
I will not pay the Token Money until a human explains the delay!,escalation
I will not pay the Down Payment until a human explains teh delay!,escalation
can you share the broker number for gulberg sector?,lead_capture
what is the transfer fee for dha plot?,faq
Are there any Studio Plot available in DHA?,faq
I want a call back regarding 2 Kanal Luxury Villa in Emaar.,lead_capture
Is there an availabl 5 Marla Phase in Giga Mall for immediate sale?,lead_capture
What are the Installment Plan for a 1 Kanal Luxury Villa in Clifton?,faq
I want to cancel my booking for Studio Plot File in DHA because of this bad service!,escalation
why is my installment plan delayed for bahria town sector?,escalation
I want a call back regarding 2 Kanal Apartment in Gulberg.,lead_capture
"I want to book a 4 BHK penthouse Commercial Shop in DHA, call me at 0312 7654321.",lead_capture
"I am reporting this to the society head, the Registry process is a scam!",escalation
"i want to book a 3 bhk apartment in gulberg, call me at 0345 5566778.",lead_capture
Please Wapp me the details of 3 BHK Sector in DHA at 0345 5566778.,lead_capture
what are the transfer fee for a 4 bhk penthouse commercial shop in emaar,faq
Is teh 4 BHK penthouse House in Giga Mall near any main road,faq
I am interested in buying a 2 BHK Luxury Villa in Bahria Town.,lead_capture
are there any hidden token money for dha plot file,faq
are there any 2 bhk plot available in johar town?,faq
Send me teh current price list for 1 Kanal Plot File in DHA.,lead_capture
I want to cancel my booking for 2 BHK Luxury Villa in Clifton because of this bad service!,escalation
I want to cancel my booking for 5 Marla Apartment in Emaar because of this bad service!,escalation
"My payment of Crores Crores for Down Payment is stuck, fix it now!",escalation
My Token Money for Clifton Apartment was deducted but no confirmation received.,escalation
can you arrange a meeting with the agent for dha sector?,lead_capture
Is the Blue Area House society approved by LDA or DHA?,faq
I will not pay teh Installment Plan until a human explains the delay!,escalation
Why is the Transfer fee not reflecting in my portal for DHA Plot File,escalation
Urgent: my Token Money failed but money was deducted for DHA Plot File!,escalation
Can I book a physical site-tour for Giga Mall Plot?,lead_capture
tell me about the down payment for giga mall apartment.,faq
I want to lodge a formal complaint against the agent for Gulberg Luxury Villa!,escalation
Why is my Token Money delayed for Emaar Phase?,escalation
Are there any 5 Marla Luxury Villa available in Johar Town?,faq
I want to cancel my booking for 2 BHK Apartment in Blue Area because of this bad service!,escalation
Tell me about the Down Payment for Johar Town Phase.,faq
I have a budget of PKR PKR for a 10 Marla Commercial Shop in Clifton.,lead_capture
What are the Installment Plan for a 2 BHK Commercial Shop in Gulberg,faq
"My payment of PKR PKR for Installment Plan is stuck, fix it now!",escalation
send me the current price list for 5 marla apartment in bahria town.,lead_capture
I am interested in buying a 1 Kanal Plot File in Bahria Town.,lead_capture
I want to cancel my booking for 5 Marla Phase in Gulberg because of this bad service!,escalation
Why is the Token Money not reflecting in my portal for Johar Town Luxury Villa?,escalation
interested in studio sector in gulberg. please call back on 0312 7654321.,lead_capture
i will not pay teh installment plan until a human explains the delay!,escalation
is dha house currently in possession,faq
I am interested in buying a 1 Kanal Luxury Villa in Blue Area.,lead_capture
How many 3 BHK Plot File are left in Bahria Town Plot File?,faq
Is the Emaar House society approved by LDA or DHA?,faq
I will not pay the Registry until a human explains the delay!,escalation
Can I get a 2 Kanal Luxury Villa on an installment plan in Gulberg?,faq
I want to know about teh payment plan for 2 Kanal House in Bahria Town.,faq
How much is the Installment Plan for Gulberg Plot?,faq
Why is the Installment Plan not reflecting in my portal for Emaar Commercial Shop,escalation
Can I book a physical site-tour for Emaar Luxury Villa?,lead_capture
I want to know about the paymnt plan for 3 BHK Plot File in Bahria Town.,faq
What is the total prce of a 2 Kanal Apartment in Giga Mall?,faq
Can I get a 2 BHK Sector on an installment plan in Johar Town?,faq
Please send me the full brochure and payment plan for Johar Town Luxury Villa on my email user@example.com.,lead_capture
Can I get a 4 BHK penthouse Plot on an installment plan in Bahria Town?,faq
I am looking for a Studio Commercial Shop in DHA. Please contact me at realestate.buyer@outlook.com.,lead_capture
Urgent: my Possession charges failed but money was deducted for Clifton Commercial Shop!,escalation
Are there any 10 Marla Sector available in Johar Town,faq
Why is teh Down Payment not reflecting in my portal for Johar Town Commercial Shop?,escalation
How much is the Transfer fee for Johar Town Luxury Villa?,faq
Interested in 2 BHK Apartment in Johar Town. Please call back on 0312 7654321.,lead_capture
What is the possession timeline for 2 Kanal Commercial Shop in DHA,faq
I want a call back regarding Studio Luxury Villa in Giga Mall.,lead_capture
interested in 5 marla luxury villa in clifton. please call back on +92 300 1234567.,lead_capture
I'm ready to pay the Down Payment for a 1 Kanal Commercial Shop in Gulberg.,lead_capture
Why is my Possession charges delayed for DHA Apartment?,escalation
Can you arrange a meeting with teh agent for Blue Area Phase?,lead_capture
How many 2 Kanal Sector are left in Johar Town Sector?,faq
i want to invest in blue area house. do you have any 5 marla options?,lead_capture
WHAT ARE THE INSTALLMENT PLAN FOR A 2 BHK PHASE IN DHA?,faq
"MY PAYMENT OF CRORES CRORES FOR INSTALLMENT PLAN IS STUCK, FIX IT NOW!",escalation
tell me the difference between 1 kanal and 1 kanal in bahria town.,faq
get a human online right now token payment stuck for johar town apartment!,escalation
i have a budget of crores crores for a 10 marla house in johar town.,lead_capture
I paid the Possession charges for Giga Mall Sector and it's still not updated!,escalation
Please send me the full brochure and payment plan for Bahria Town Plot File on my email user@example.com.,lead_capture
What is the total price of a 1 Kanal Plot in DHA?,faq
What is the transfer fee for Johar Town Sector?,faq
Can I get a 1 Kanal Apartment on an installment plan in DHA?,faq
I want to visit Gulberg this weekend to see 3 BHK Plots.,lead_capture
I want a call back regarding 2 Kanal Plot in Giga Mall.,lead_capture
i paid the registry for dha apartment and it's still not updated!,escalation
What are the amenities provided in DHA Commercial Shop?,faq
Interested in Studio Luxury Villa in Clifton. Please call back on 0345 5566778.,lead_capture
Why is the Installment Plan not reflecting in my portal for Johar Town Apartment?,escalation
Can you share teh broker number for Gulberg Plot?,lead_capture
i am looking for a 5 marla sector in clifton. please contact me at realestate.buyer@outlook.com.,lead_capture
Is there an available 4 BHK penthouse Sector in Clifton for immediate sale?,lead_capture
Tell me about the Transfer fee for DHA Plot File.,faq
Why is my Registry delayed for Emaar Commercial Shop?,escalation
Does the 3 BHK Phase in Blue Area have security?,faq
Why is my Installment Plan delayed for Bahria Town Plot?,escalation
are there any 1 kanal luxury villa available in johar town,faq
I want to visit DHA this weekend to see 2 Kanal Commercial Shops.,lead_capture
Get a human online right now token payment stuck for Clifton Apartment!,escalation
What is the total price of a Studio Luxury Villa in Blue Area?,faq
what is the possession timeline for 1 kanal luxury villa in bahria town?,faq
Why is the Token Money not reflecting in my portal for Blue Area Apartment?,escalation
Can you share the broker number for Blue Area Phase?,lead_capture
Interested in 3 BHK Plot in Johar Town. Please call back on +92 321 9876543.,lead_capture
